SKU,Model,In_transit,Total_preorders,Stock,RSP,ETA_Almaty
4139655,"Штепсельный ниппель, внешняя резьба R 1/4"" Einhell plug nipple male R 1/4"" (4139655)",0,0,0,3000,
4139660,Штуцер d 6 мм Einhell Stecktülle; d6mm (4139660),0,0,0,3700,
4139661,"Уплотнительное кольцо, диаметр 9 мм Einhell Grommet, 9mm dia (4139661)",0,0,0,3700,
4139665,"Резьбовое уплотнительное кольцо, внешнее, R 1/4, d 6 мм Einhell threadGrommet,male R 1/4, d6mm (4139665)",0,0,0,3000,
4139666,"Резьбовое уплотнительное кольцо, внешнее, R 3/8, d 6 мм Einhell threadGrommet,male R 3/8, d6mm (4139666)",0,0,0,3000,
4139670,"Набор зажимов, 8-12 мм, 5 шт. Einhell Clip-Set, 8-12 mm, 5 pcs. (4139670)",0,0,0,6100,
4139680,"Разветвитель с 2 быстрыми соединителями R 3/8"" Einhell Distributor, 2 Quick C. R3/8"" (4139680)",0,0,0,15600,
4139693,"Набор пневмоинструментов, 15 шт., с сумкой Einhell 15pcs airtool set with bag (4139693)",0,0,0,40800,
4139694,"Набор пневмоинструментов, 10 шт., с сумкой Einhell 10pcs airtool set with bag (4139694)",0,0,0,20400,
4139695,"Набор адаптеров для накачки, 8 шт. Einhell Aufblas-Adapter-Set; 8tlg. (4139695)",0,0,0,8100,
4137850,"Скобы, 3000 шт., 5,7x13 мм Einhell staples, 3000 pcs 5,7x13mm (4137850)",0,0,0,9500,
4137855,"Скобы, 3000 шт., 5,7x16 мм Einhell Klammern, 3000 Stk 5,7x16mm (4137855)",0,0,0,9500,
4137860,"Набор скоб, 3000 шт., 5,7x25 мм Einhell bracket set 3000pcs., 5,7x25mm (4137860)",0,0,0,14200,
4137861,"Набор скоб, 3000 шт., 5,7x40 мм Einhell bracket set 3000pcs., 5,7x40mm (4137861)",0,0,0,16300,
4137871,"Набор гвоздей, 3000 шт., 25 мм Einhell nail set 3000 pcs., 25mm (4137871)",0,0,0,8800,
4137872,"Набор гвоздей, 3000 шт., 40 мм Einhell nail set 3000 pcs., 40mm (4137872)",0,0,0,14200,
4137873,"Набор гвоздей, 3000 шт., 50 мм Einhell nail set 3000 pcs., 50mm (4137873)",0,0,0,14200,
4139040,Пневмо Отбойный молоток Einhell TC-PC 45 (4139040),0,0,0,29200,
4139045,Пневмо Отбойный молоток Einhell TC-PC 45 Set (4139045),0,0,0,46200,
4138950,Пневмо Гайковерт Einhell TC-PW 340 (4138950),0,0,0,54400,
4138960,Пневмо Гайковерт Einhell TC-PW 610 (4138960),0,0,0,74800,
4138965,Пневмо Гайковерт Einhell TC-PW 610 Compact (4138965),0,0,30,98600,
4137790,Пневмо Степлер Einhell TC-PN 50 (4137790),-30,0,0,44200,
4139180,Пневмо Гайковерт Einhell TC-PR 68 (4139180),0,0,0,51000,
4138540,Пневмо Прямая шлифмашина Einhell TC-PP 220 (4138540),0,0,0,34000,
4133330,Пневмо Эксцентриковая шлифмашина Einhell TC-PE 150 (4133330),-10,0,0,40800,
4133420,Пескоструйный пистолет с всасыванием Einhell Air Sandblasting Suction Gun (4133420),0,0,0,20400,
4138550,Пневмо Углошлифмашина Einhell TC-PA 50 (4138550),0,0,10,40800,
4250690,Сетев. Сверлильный станок Einhell TE-BD 550 E (4250690),0,0,3,197200,
4250715,Сетев. Сверлильный станок Einhell TE-BD 750 E (4250715),0,0,1,285500,
4520592,Сетев. Сверлильный станок Einhell TC-BD 450 (4520592),0,0,41,88400,
4520593,Сетев. Сверлильный станок Einhell TC-BD 500 (4520593),0,0,0,108800,
4520597,Сетев. Сверлильный станок Einhell TC-BD 630/1 (4520597),-5,0,53,170000,
49777015,Тиски 80 мм Einhell Schraubstock 80 mm (49777015),0,0,0,40800,
4301432,Сетев. Резчик для камня Einhell TE-SC 920 L (4301432),0,0,0,632300,
4301444,Сетев. Резчик для камня Einhell TE-SC 570 L (4301444),0,0,0,353600,
49797851,"Алмазный отрезной диск, Турбо Einhell Diamond-Cutting-Disc, Turbo (49797851)",0,0,0,29200,
49797950,"Алмазный отрезной диск, Турбо Einhell Diamond-Cutting-Disc, Turbo (49797950)",0,0,0,36000,
4301185,Сетев. Плиткорез Einhell TC-TC 800 (4301185),0,0,1,61200,
4301220,Сетев. Плиткорез Einhell TE-TC 920 UL (4301220),0,0,0,299000,
4301295,Сетев. Плиткорез Einhell TE-TC 620/1 U (4301295),0,0,0,238000,
49795850,"Алмазный отрезной диск 180x25,4мм Einhell DIA-Trennschscheibe 180x25,4mm (49795850)",0,0,0,12900,
49795855,"Алмазный отрезной диск 200x25,4мм Einhell DIA-Trennschscheibe 200x25,4mm (49795855)",0,0,0,20400,
49797650,"Алмазный отрезной диск, Турбо Einhell Diamond-Cutting-Disc, Turbo (49797650)",0,0,0,14200,
49797750,"Алмазный отрезной диск, Турбо Einhell Diamond-Cutting-Disc, Turbo (49797750)",0,0,0,16300,
4412559,Сетев. Точильный станок Einhell TC-XG 75 Kit (4412559),0,0,31,51000,
4412632,Сетев. Точильный станок Einhell TC-BG 150 (4412632),0,0,22,34000,
4412633,Сетев. Точильный станок Einhell TC-BG 200 L (4412633),0,0,0,68000,
4412634,Сетев. Точильный станок Einhell TC-BG 150 B (4412634),0,0,0,47600,
4418008,Сетев. Точильный станок Einhell TC-WG 200 (4418008),0,0,19,74800,
4417242,Сетев. Точильный станок Einhell TC-WD 200/150 (4417242),0,0,0,54400,
4419257,Сетев. Шлифовальный станок Einhell TC-US 380 (4419257),-2,0,0,95200,
4466154,Сетев. Точильный станок Einhell TC-US 350 (4466154),0,0,32,54400,
49492074,"Шлифлисты в комплекте (круг) Einhell Schleifpapier-Set 150mm, 3-tlg (49492074)",0,0,41,6100,
49914605,Лента шлифовальная в наборе Einhell Schleifband-Set 914x100mm3-tlg (49914605),0,0,19,8800,
49507045,Полировочный диск 75x10x20mm G400 Einhell Polishing disc 75x10x20mm G400 (49507045),0,0,0,6100,
49507125,Шлифовальный диск 75x10x20mm G120 Einhell Grinding disc 75x10x20mm G120 (49507125),0,0,0,5400,
49507435,"Шлифовальный диск 150x32/12,7x16mm G36 Einhell Grind.disc 150x32/12,7x16mmG36 (49507435)",0,0,0,7500,
49507465,"Шлифовальный диск 150x32/12,7x16mm G60 Einhell Grind.disc 150x32/12,7x16mmG60 (49507465)",0,0,0,7500,
49507535,"Шлифовальный диск 150x32/12,7x20mm G36 Einhell Grind.disc 150x32/12,7x20mmG36 (49507535)",0,0,0,7500,
49507565,"Шлифовальный диск 150x32/12,7x20mm G60 Einhell Grind.disc 150x32/12,7x20mmG60 (49507565)",0,0,0,7500,
49507735,Шлифовальный диск 200x32/16x25mm G36 Einhell Grind.disc 200x32/16x25mm G36 (49507735),0,0,0,15600,
49507765,Шлифовальный диск 200x32/16x25mm G60 Einhell Grind.disc 200x32/16x25mm G60 (49507765),0,0,0,15600,
49507885,Шлифовальный диск 200x20x40mm G200 Einhell Grind.disc 200x20x40mm G200 (49507885),0,0,0,21000,
49510951,Набор аксессуаров для двойного шлифовального/гравировального инструмента Einhell Zubeh.Set Doppelsch./Gravurwkz (49510951),0,0,0,7500,
4412636,Щеточный диск Einhell Bürstenscheibe (4412636),0,0,0,10200,
49507886,Кожаное полировочное колесо 180 мм Einhell Leather honing wheel 180 mm (49507886),0,0,0,33300,
4418011,Шлифовальный диск 200x32x40mm Einhell grinding disc 200x32x40mm (4418011),0,0,0,46900,
4418012,Станок для обточки Einhell Abdrehvorrichtung (4418012),0,0,0,43500,
4418013,Приспособление для коротких ножей Einhell Vorrichtung kurze Messer (4418013),0,0,0,36000,
4418014,Приспособление для длинных ножей Einhell Vorrichtung lange Messer (4418014),0,0,0,36000,
4418015,Приспособление для точения трубок Einhell Vorrichtung für Drechselröhren (4418015),0,0,0,36000,
49910805,"Лента шлифовальная в наборе Einhell Schleifband-Set 686x50mm,5-tlg (49910805)",0,0,10,7800,
4503139,Сетев. Монтажная пила Einhell TC-MC 355/1 (4503139),0,0,9,115600,
49791975,"Отрезной диск 355x25,4x3,2мм Einhell Trennscheibe 355x25,4x3,2mm Me (49791975)",0,0,0,8100,
2255130,Электрич. Лебедка Einhell TC-EH 250 (2255130),0,0,0,74800,
2255140,Электрич. Лебедка Einhell TC-EH 500 (2255140),0,0,0,102000,
2255150,Электрич. Лебедка Einhell TC-EH 600 (2255150),0,0,0,108800,
2255160,Электрич. Лебедка Einhell TC-EH 1000 (2255160),-10,0,0,224400,
2260140,Ручн. Лебедка Einhell TC-LW 1000 (2260140),-10,0,0,20400,
2260150,Ручн. Лебедка Einhell TC-LW 2000 (2260150),-10,0,0,32600,
2260160,Ручн. Лебедка Einhell TC-WI 500 (2260160),-10,0,0,20400,
2260170,Ручн. Лебедка Einhell TC-WI 800 (2260170),-10,0,0,34000,
2250110,Ручн. Лебедка Einhell TC-CH 1000 (2250110),0,0,0,54400,
2255398,Рычаг подъема SA 1100 Einhell SA 1100 (2255398),0,0,0,43500,
4152630,Бенз. Генератор Einhell TE-IG 1900 DF (4152630),0,0,0,611900,
4152535,Бенз. Генератор Einhell TC-PG 10/E5 (4152535),0,0,3,142800,
4152551,Бенз. Генератор Einhell TC-PG 35/E5 (4152551),0,0,4,272000,
4152562,Бенз. Генератор Einhell TC-PG 55/E5 (4152562),0,0,0,611900,
4152580,Бенз. Генератор Einhell TC-IG 1100 (4152580),0,0,0,217600,
4152590,Бенз. Генератор Einhell TC-IG 2000 (4152590),0,0,0,407300,
4152600,Бенз. Генератор Einhell TC-PG 25/1/E5 (4152600),0,0,2,238000,
4152610,Бенз. Генератор Einhell TC-PG 65/E5 (4152610),0,0,0,679900,
4152620,Бенз. Генератор Einhell TE-IG 3500 (4152620),0,0,0,679900,
4152640,Бенз. Генератор Einhell TC-PG 8000 (4152640),0,0,0,781900,
3407000,Насос для откачки бензина и масла Einhell Petrol and Oil Suction Pump (3407000),0,0,0,15600,
2260112,Ручн. Тележка Einhell BT-HT 90 (2260112),0,50,0,22400,
2022530,Рохля Einhell TC-PT 2500 (2022530),0,0,0,265200,
4510151,Ящик для инструментов Einhell TC-TW 150 (4510151),0,0,10,224400,
4510170,Ящик для инструментов Einhell TC-TW 100 (4510170),0,0,10,95200,
2210110,Верстак Einhell WB 50 (2210110),0,0,0,30600,
2342188,Сетев. Пылесос Einhell TC-VC 1930 S (2342188),0,0,0,61200,
2342190,Сетев. Пылесос Einhell TC-VC 1930 SA (2342190),0,0,0,74800,
2342230,Сетев. Пылесос Einhell TC-VC 1930 SA Kit (2342230),-5,0,0,81600,
2342363,,0,0,0,108800,
2342370,Сетев. Пылесос Einhell TC-VC 1812 S (2342370),-5,0,0,32600,
2342390,Сетев. Пылесос Einhell TC-VC 1815 S (2342390),0,0,0,40800,
2342425,Сетев. Пылесос Einhell TC-VC 1820 SA (2342425),-5,0,0,54400,
2342430,Сетев. Пылесос Einhell TC-VC 1825 (2342430),-5,0,0,47600,
2342460,Сетев. Пылесос Einhell TE-VC 2025 SACL (2342460),0,0,51,115600,
2342465,Сетев. Пылесос Einhell TE-VC 2230 SACL (2342465),0,0,0,108900,
2342470,Сетев. Пылесос Einhell TE-VC 2340 SACL (2342470),0,0,27,139700,
2342475,Сетев. Пылесос Einhell TE-VC 2350 SACL (2342475),-5,0,20,163200,
2342480,Сетев. Пылесос Einhell TC-VC 1820 (2342480),0,0,0,47600,
2342485,Сетев. Пылесос Einhell TC-VC 1825 A (2342485),0,0,0,68000,
2342490,Сетев. Пылесос Einhell TC-VC 1930 A (2342490),0,0,0,74800,
2340290,Сетев. Пылесос Einhell TC-VC 1815 (2340290),0,0,0,37400,
2351110,Фильтр для пылесоса в комплекте Einhell Pleated Filter (2351110),0,0,0,12900,
2351113,Фильтр для пылесоса в комплекте Einhell Pleated Filter With Lid (2351113),0,56,18,14200,
2351126,Фильтр для пылесоса в комплекте Einhell Pleated filter dust class L (2351126),0,54,27,16300,
2351132,Фильтр для пылесоса в комплекте Einhell Foamfilter (5 pcs) (2351132),0,0,12,8100,
2351134,Фильтр для пылесоса в комплекте Einhell Foam Filter Large (2351134),0,0,0,10200,
2351135,Фильтр для пылесоса в комплекте Einhell Foam Filter 10l (5 pcs) (2351135),0,0,0,7500,
2351140,Фильтр для пылесоса в комплекте Einhell Fabric Filter (2351140),0,0,0,7500,
2351150,Мешки для пылесоса в комплекте Einhell Dirt Bag Filter 25l (5 pcs.) (2351150),0,50,50,12200,
2351152,Мешки для пылесоса в комплекте Einhell Dirt Bag Filter 20l (5 pcs.) (2351152),0,0,376,11500,
2351159,Мешки для пылесоса в комплекте Einhell Dust Bag 12l (5er Set) (2351159),0,0,0,10200,
2351165,Мешки для пылесоса в комплекте Einhell Dirt Bag Filter 15l (5 pcs.) (2351165),0,0,3,10800,
2351170,Мешки для пылесоса в комплекте Einhell Dirt Bag Filter 30l (5 pcs.) (2351170),0,0,199,13600,
2351180,Мешки для пылесоса в комплекте Einhell Dirt Bag Filter 40l (5 pcs) (2351180),0,50,30,19000,
2351185,Мешки для пылесоса в комплекте Einhell Synthetic dust bag 15L (5 pcs) (2351185),0,0,0,12200,
2351190,Мешки для пылесоса в комплекте Einhell Synthetic dust bag 25L(5 pcs) (2351190),0,50,14,14900,
2351195,Мешки для пылесоса в комплекте Einhell Synthetic dust bag 40L (5 pcs) (2351195),0,0,30,21700,
2351204,Гибкая щелевая насадка Einhell Flexible Crevice Nozzle (2351204),0,0,0,8100,
2351215,Универсальная насадка для пола Einhell Universal Floor Nozzle (2351215),0,0,0,12200,
2351216,Насадка для пола с колесами Einhell Bodendüse mit Rollen (2351216),0,0,20,20400,
2351230,Круглая щетка для ковров Einhell Round Carpet Brush (2351230),0,0,0,6800,
2351233,Адаптер для дрели Einhell Drill Adaptor (2351233),0,0,0,12200,
2351235,Набор насадок 1 Einhell Set Of Nozzles 1 (2351235),0,0,0,12200,
2351245,Набор для очистки автомобиля Einhell Autoreinigungsset (2351245),0,0,0,41400,
2351250,,0,0,0,24400,
2351260,"Фильтр-мешок для мусора, 10 л (5 шт.) Einhell Dirt Bag Filter 10l (5 pcs.) (2351260)",0,0,0,10200,
2351270,Удлинение всасывающего шланга Einhell Saugschlauchverlängerung (2351270),0,0,0,21700,
2362000,Всасывающий шланг Einhell Suction Hose (2362000),0,0,0,21700,
2362005,Премиум всасывающий шланг Einhell Premium Suction Hose (2362005),0,0,0,29900,
2351661,Сетев. Пылесос для золы Einhell TC-AV 1718 D (2351661),0,0,0,40800,
2351666,Сетев. Пылесос для золы Einhell TC-AV 1720 DW (2351666),0,0,0,47600,
2351612,"Тонкий фильтр для золы, 18 л Einhell Ash fine filter, 18 L (2351612)",0,0,0,36000,
2351606,"Фильтр для золы, 12 л Einhell Ash Filter, 12 L (2351606)",0,0,0,25100,
2351311,Складчатый фильтр AV Einhell Pleated Filter AV (2351311),0,0,0,13600,
2351315,Предварительный фильтр AV Einhell Pre-filter AV (2351315),0,0,0,9500,
2351320,Насадка-щелевая для пылесоса для золы Einhell crevice nozzle for ash vac (2351320),0,0,0,7500,
4140740,Сетев. Мойка высокого давления Einhell TC-HP 90 (4140740),0,0,68,62100,
4140750,Сетев. Мойка высокого давления Einhell TC-HP 130 (4140750),0,0,3,89300,
4140760,Сетев. Мойка высокого давления Einhell TE-HP 140 (4140760),0,0,53,129000,
4140770,Сетев. Мойка высокого давления Einhell TE-HP 170 (4140770),0,50,0,189000,
4144015,Очиститель для патио Einhell Patio Cleaner (4144015),0,0,0,34600,
4144016,Щетка для фиксации Einhell Fix Brush (4144016),0,0,0,12900,
4144017,Вращающаяся щетка Einhell Rotating brush (4144017),0,0,0,24400,
4144018,Горизонтальная щетка Einhell Horizontal brush (4144018),0,0,0,20400,
4144019,"Шланг высокого давления из ПВХ, 6 м Einhell PVC High Pressure hose 6m (4144019)",0,0,0,22400,
4144020,Сопло под углом Einhell Angled Nozzle (4144020),0,0,0,12200,
4144021,Пеногенератор Einhell Foam producer (4144021),0,0,0,12200,
4144022,Турбо сопло Einhell turbo nozzle (4144022),0,0,0,8100,
4144023,"Шланг для очистки труб, 15 м Einhell pipe cleaning hose 15 m (4144023)",0,0,0,25100,
4144024,Металлическое удлинение Einhell metal extension (4144024),0,0,0,40100,
3413256,Аккум. Газонокосилка Einhell GE-CM 18/32 Li-Solo (3413256),0,0,0,74800,
3413263,,0,0,0,136000,
3413155,"Аккум. Газонокосилка Einhell GE-CM 18/30 Li (1x3,0Ah) (3413155)",0,0,166,115600,
3413230,"Аккум. Газонокосилка Einhell GE-CM 36/36 Li (2x4,0Ah) (3413230)",0,0,0,238000,
3411125,,0,0,0,61200,
3411197,"Аккум. Триммер Einhell GE-CT 18 Li Kit (1x2,0Ah) (3411197)",-10,0,44,57800,
3410940,Аккум. Кусторез Einhell GC-CH 18/40 Li Solo (3410940),0,0,3,40800,
3410683,,0,0,0,85400,
3410506,"Аккум. Кусторез Einhell GC-CH 1855/1 Li Kit (1x2,5 Ah) (3410506)",0,0,4,93200,
3410581,Аккум. Высоторез Einhell GC-LC 18/20 Li T-Solo (3410581),0,0,0,74400,
4501760,"Аккум. Цепная пила Einhell GE-LC 18/25-1 Li Kit (1x3,0Ah) (4501760)",0,0,13,108800,
2070111,,0,0,0,68000,
3400257,Сетев. Газонокосилка Einhell GC-EM 1032 (3400257),-50,0,288,54400,
3402022,Сетев. Триммер Einhell GC-ET 4530 Set (3402022),0,0,3,34000,
3403460,Сетев. Кусторез Einhell GH-EH 4245 (3403460),0,52,0,38800,
4501710,Сетев. Цепная пила Einhell GH-EC 1835 (4501710),0,52,0,47600,
4180280,Сетев. Садовый насос Einhell GC-GP 6538 (4180280),0,0,0,45500,
4173190,Сетев. Насосная станция Einhell GC-WW 6538 (4173190),0,0,0,81600,
4170682,Сетев. Насос для грязной воды Einhell GC-DP 7835 (4170682),0,0,40,34000,
4181530,Сетев. Насос для грязной воды Einhell GC-DP 3325 (4181530),0,0,0,34000,
3404870,Бенз. Газонокосилка Einhell GC-PM 51/3 S HW-E Li (3404870),0,0,0,340000,
3405931,Нож для садового измельчителя Einhell Spare Knife REDAXXO 36/25 (3405931),0,0,0,14900,
3413157,Аккум. Газонокосилка Einhell GE-CM 18/30 Li-Solo (3413157),0,0,0,81600,
3413266,Аккум. Газонокосилка Einhell GE-CM 18/33 Li-Solo (3413266),0,0,1,108800,
3413226,Аккум. Газонокосилка Einhell GE-CM 36/34-1 Li-Solo (3413226),-3,0,0,136000,
3413172,Аккум. Газонокосилка Einhell GE-CM 36/37 Li-Solo (3413172),0,0,0,149600,
3413054,Аккум. Газонокосилка Einhell GE-CM 36/48 Li M-Solo (3413054),0,0,1,244800,
3413275,Аккум. Газонокосилка Einhell GP-CM 36/41 Li - Solo (3413275),0,0,2,197200,
3414200,Аккум. Газонокосилка Einhell GE-HM 18/38 Li-Solo (3414200),0,0,0,115600,
3413267,Аккум. Газонокосилка Einhell RASARRO 18/33 - Solo (3413267),0,0,0,129200,
3413245,Аккум. Газонокосилка Einhell RASARRO 36/37 - Solo (3413245),0,0,0,149600,
3413246,Аккум. Газонокосилка Einhell GE-CM 36/43 Li M-Solo (3413246),-8,0,3,204000,
3413260,"Аккум. Газонокосилка Einhell GE-CM 18/33 Li (1x4,0Ah) (3413260)",0,0,0,136000,
3413200,"Аккум. Газонокосилка Einhell GP-CM 36/47 S HW Li (4x4,0Ah) (3413200)",0,0,4,459000,
3413210,"Аккум. Газонокосилка Einhell GE-CM 36/33 Li (2x2,5Ah) (3413210)",0,0,0,176800,
3413222,"Аккум. Газонокосилка Einhell RASARRO 36/34 (2x3,0Ah) (3413222)",0,0,0,204000,
3413130,"Аккум. Газонокосилка Einhell GE-CM 43 Li M Kit (2x4,0Ah) (3413130)",0,0,0,285500,
3413134,Аккум. Газонокосилка Einhell GE-CM 43 Li Set (3413134),0,0,0,306000,
3413234,Аккум. Газонокосилка Einhell GE-CM 36/36 Li M Kit (2x4Ah) (3413234),0,0,0,244800,
3413240,"Аккум. Газонокосилка Einhell GE-CM 36/43 Li M (2x4,0Ah) (3413240)",0,0,0,299200,
3413272,"Аккум. Газонокосилка Einhell RASARRO 36/42 (2x5,2Ah) (3413272)",0,0,0,312800,
3413276,"Аккум. Газонокосилка Einhell GP-CM 36/41 Li (2x4,0Ah) (3413276)",0,0,0,292400,
3413278,Аккум. Газонокосилка Einhell RASARRO 36/40 (2x4.0Ah) (3413278),0,0,0,292400,
3413282,"Аккум. Газонокосилка Einhell RASARRO 36/36 (2x3,0Ah Plus) (3413282)",0,0,0,224400,
3413292,Аккум. Газонокосилка Einhell GP-CM 36/450 (3413292),0,0,0,272000,
3413300,"Аккум. Газонокосилка Einhell GP-CLM 47 S HW Li (4x5,2Ah) (3413300)",0,0,0,499000,
3413305,"Аккум. Газонокосилка Einhell RASARRO 36/250 (2x2,5 Ah) (3413305)",0,0,0,197200,
3413310,"Аккум. Газонокосилка Einhell GP-CM 36/47 S Li BL (4x4,0Ah) (3413310)",0,0,0,499000,
3413320,"Аккум. Газонокосилка Einhell GP-CM 36/52 S Li BL (4x5,2Ah) (3413320)",0,0,0,599000,
3413910,"Аккум. Газонокосилка Einhell GE-CM 18 Li Set (2x3,0Ah) (3413910)",0,0,0,141900,
4326386,"Аккум. Газонокосилка Einhell GE-CM 18/33 Li Set (2x4,0Ah) (4326386)",0,0,0,170000,
4514430,"Аккум. Газонокосилка Einhell GE-CM 36/550 (2x4,0 Ah) (4514430)",0,0,0,299200,
4514435,"Аккум. Газонокосилка Einhell GE-CM 36/400 Li M (2x3,0 Ah) (4514435)",0,0,0,238000,
4514440,"Аккум. Газонокосилка Einhell GE-CM 36/300 Li (2x3,0 Ah) (4514440)",0,0,0,204000,
3413159,Комплект инструментов (Газонокосилка + Триммер) Einhell GE-CM 30 Li CT Set (3413159),0,0,0,136000,
3413166,Комплект инструментов (Газонокосилка + Триммер) Einhell GE-CM 18/30 Li+GC-CT 18/24 Li (3413166),0,0,0,149600,
3404553,Нож для газонокосилки Einhell Spare Blade GE-CM 18/30 Li (3404553),0,0,115,10200,
3405452,Нож для газонокосилки Einhell Spare Blade GE-CM 33 Li+36/34 (3405452),0,0,0,10200,
3405453,Нож для газонокосилки Einhell Spare Blade GE-CM 18/32 Li (3405453),0,0,0,10800,
3405454,Нож для газонокосилки Einhell Spare Blade RASARRO 36/42 (3405454),0,0,0,15600,
3405455,Нож для газонокосилки Einhell Spare Blade GE-CM 36/47 HW Li (3405455),0,0,0,19000,
3405456,Нож для газонокосилки Einhell Ersatzmesser GE-CM 36/48 Li (3405456),0,0,0,18300,
3405485,Нож для газонокосилки Einhell Spare Blade GE-CM 36 Li (3405485),0,0,4,13600,
3405486,Нож для газонокосилки Einhell Spare Blade GE-CM 36/37+38 (3405486),0,0,0,14900,
3405451,Нож для газонокосилки Einhell Spare Blade f. GE-CM 43 Li (3405451),0,0,0,15600,
3413811,Аккум. Робот-газонокосилка Einhell FREELEXO SMART 750 (3413811),0,0,0,679900,
3413991,Аккум. Робот-газонокосилка Einhell FREELEXO CAM 500 (3413991),0,0,0,564400,
4326368,Аккум. Робот-газонокосилка Einhell FREELEXO 1200 LCD BT (4326368),0,0,0,577900,
3414020,Запасные лезвия 12 шт. Einhell Spare blades 12 psc (3414020),0,0,0,12200,
3414021,Провод периметра 50 м Einhell Perimeter wire 50 m (3414021),0,0,0,23800,
3414022,Соединительные зажимы 4 шт. Einhell Connecting clamps 4 psc (3414022),0,0,0,7500,
3414023,Крепежные крюки 100 шт. Einhell Fastening hook 100 psc (3414023),0,0,0,11500,
3414024,Гараж для робота-газонокосилки Einhell robot lawn mower garage (3414024),0,0,0,115600,
3415410,Аккум. Разбрасыватель семян Einhell GE-US 18 Li-Solo (3415410),0,100,0,34000,
3415430,Аккум. Разбрасыватель семян Einhell GE-SR 18/22 Li-Solo (3415430),0,0,0,81600,
3411104,Аккум. Триммер Einhell GC-CT 18/24 Li P-Solo (3411104),0,0,0,25800,
3411123,Аккум. Триммер Einhell GC-CT 18/24 Li-Solo (3411123),0,0,0,36000,
3411172,Аккум. Триммер Einhell GE-CT 18 Li-Solo (3411172),0,0,168,40800,
3411212,Аккум. Триммер Einhell GE-CT 18/28 Li TC-Solo (3411212),0,0,8,88400,
3411242,Аккум. Триммер Einhell GE-CT 18/28 Li-Solo (3411242),0,52,0,54400,
3411250,Аккум. Триммер Einhell GE-CT 18/30 Li-Solo (3411250),0,52,0,61200,
3411270,Аккум. Триммер Einhell GE-CT 18/33 Li E-Solo (3411270),0,0,0,88400,
3411300,Аккум. Триммер Einhell GE-CT 36/30 Li E-Solo (3411300),0,0,0,81600,
3411330,Аккум. Триммер Einhell GP-CT 36/35 Li BL-Solo (3411330),0,0,0,108800,
3411102,"Аккум. Триммер Einhell GC-CT 18/24 Li P (1x1,5Ah) (3411102)",0,0,0,47600,
3411244,"Аккум. Триммер Einhell GE-CT 18/28 Li Kit (1x2,0 Ah) (3411244)",0,0,0,88400,
4326460,"Аккум. Триммер Einhell GE-CT 18/28 Li TC (1x2,0Ah) (4326460)",0,0,0,108800,
4514425,"Аккум. Триммер Einhell GC-CT 18/26 Li-Kit (1x2,5 Ah) (4514425)",0,0,0,68000,
3405116,Запасная катушка с леской GE-CT 18/28 Einhell Spare line spool GE-CT 18/28 (3405116),0,0,0,6100,
3405117,Запасная катушка с леской GE-CT 18/30 Einhell Ersatzfadenspule GE-CT 18/30 (3405117),0,0,0,6800,
3405730,Нож для триммера в комплекте Einhell Spare Blade-set PXC Trimmer (3405730),0,0,348,7800,
3405736,Нож для триммера в комплекте Einhell Spare Blade-box PXC trimmer (3405736),0,0,131,14200,
3405096,Запасная катушка GE-CT 36/30 Li E Einhell Ersatzspule GE-CT 36/30 Li E (3405096),0,0,0,12200,
3405101,Запасное лезвие GE-LE 18/190 Li Einhell Spare Blade GE-LE 18/190 Li (3405101),0,0,0,12200,
3405102,Запасная катушка GE-LM 36/4in1 Li Einhell Ersatzspule GE-LM 36/4in1 Li (3405102),0,0,0,12200,
3411310,Аккум. Коса Einhell AGILLO 18/200 - Solo (3411310),0,0,2,122400,
3411320,Аккум. Коса Einhell AGILLO 36/255 BL - Solo (3411320),0,0,6,148900,
4326380,"Аккум. Коса Einhell AGILLO 18/200 Kit (1x4,0Ah) (4326380)",0,0,0,156400,
3405082,Лезвие для густых зарослей 255 Einhell Thicket Blade 255 (3405082),0,0,0,17600,
3405083,Лезвие для густых зарослей 200 Einhell Thicket Blade 200 (3405083),0,0,0,14200,
3424300,Аккум. Триммер Einhell GE-LE 18/190 Li-Solo (3424300),0,0,0,95200,
3410382,Аккум. Ножницы для травы Einhell GC-CG 18/1 Li-Solo (3410382),0,54,0,27200,
3410370,Аккум. Ножницы-кусторез Einhell GC-CG 18 Li-Solo (3410370),0,0,0,40800,
3410313,Аккум. Ножницы-кусторез Einhell GE-CG 18/100 Li-Solo (3410313),0,0,1,51000,
3410310,Аккум. Ножницы-кусторез Einhell GE-CG 18/100 Li T-Solo (3410310),0,0,1,68000,
3424050,Аккум. Очиститель садовых дорожек Einhell GC-CC 18 Li-Solo (3424050),0,0,6,47600,
3417011,Аккум. Отбрасыватель снега Einhell GE-ST 36/40 Li E-Solo (3417011),0,0,0,142800,
3424200,Аккум. Очиститель садовых дорожек Einhell PICOBELLA 18/215 (3424200),0,0,0,95200,
3424220,Аккум. Очиститель поверхностей Einhell PICOBELLA 18/90 (3424220),-12,0,0,57800,
3424051,"Аккум. Очиститель садовых дорожек Einhell GC-CC 18 Li Kit (1x2,0Ah) (3424051)",0,0,3,68000,
3424130,Щетка МЯГКАЯ 170/40 Einhell Brush SOFT 170/40 (3424130),0,0,0,13600,
3424131,Щетка МЯГКАЯ 120/50 Einhell Brush SOFT 120/50 (3424131),0,0,0,10200,
