SKU,Model,In_transit,Total_preorders,Stock,RSP,ETA_Almaty
421103,"Сверло HSS 1/4"", HEX, 3 мм, в упаковке kwb by Einhell (421103)",0,0,90,900,
421104,"Сверло HSS 1/4"", HEX, 4 мм, в упаковке kwb by Einhell (421104)",0,0,89,1000,
421105,"Сверло HSS 1/4"", HEX, 5 мм, в упаковке kwb by Einhell (421105)",0,0,88,1100,
421106,"Сверло HSS 1/4"", HEX, 6 мм, в упаковке kwb by Einhell (421106)",0,0,88,1300,
443003,"Метчик машинный M 3, HSS, короткий, в упаковке kwb by Einhell (443003)",0,0,12,2300,
443004,"Метчик машинный M 4, HSS, короткий, в упаковке kwb by Einhell (443004)",0,0,11,2400,
443005,"Метчик машинный M 5, HSS, короткий, в упаковке kwb by Einhell (443005)",0,0,11,2500,
443006,"Метчик машинный M 6, HSS, короткий, в упаковке kwb by Einhell (443006)",0,0,10,3000,
443008,"Метчик машинный M 8, HSS, короткий, в упаковке kwb by Einhell (443008)",0,0,12,3200,
443010,"Метчик машинный M 10, HSS, короткий, в упаковке kwb by Einhell (443010)",0,0,11,3700,
443012,"Метчик машинный M 12, HSS, короткий, в упаковке kwb by Einhell (443012)",0,0,11,5300,
444300,"Набор извлекателей винтов CV, 5 шт. kwb by Einhell (444300)",0,0,8,3000,
447206,"Киянка для укладки плитки, без упаковки kwb by Einhell (447206)",0,0,3,43100,
485410,"Набор полировальных составов, 2 шт., в упаковке kwb by Einhell (485410)",0,0,10,3700,
485420,"Набор полировальных составов, 2 шт., в упаковке kwb by Einhell (485420)",0,0,8,3700,
491508,"Сетчатый шлифовальный диск с липучкой, 225 мм, зернистость 80, в упаковке kwb by Einhell (491508)",0,0,71,5700,
491512,"Сетчатый шлифовальный диск с липучкой, 225 мм, зернистость 120, в упаковке kwb by Einhell (491512)",0,0,91,5700,
491522,"Сетчатый шлифовальный диск с липучкой, 225 мм, зернистость 220, в упаковке kwb by Einhell (491522)",0,0,91,5700,
493900,"Фреза для сверления, HSS, 6 мм, в упаковке kwb by Einhell (493900)",0,0,96,4700,
494100,"Фреза для сверления, TITAN, 6 мм, в упаковке kwb by Einhell (494100)",0,0,43,7300,
494300,"Ротационный напильник, 16x30 мм, в упаковке kwb by Einhell (494300)",0,0,14,2200,
494500,"Ротационный напильник, 16x30 мм, в упаковке kwb by Einhell (494500)",0,0,13,2200,
494600,"Ротационный напильник, 13x35 мм, в упаковке kwb by Einhell (494600)",0,0,11,2200,
494700,"Ротационный напильник, 7-15x35 мм, в упаковке kwb by Einhell (494700)",0,0,15,2700,
494800,"Ротационный напильник, 16x16 мм, в упаковке kwb by Einhell (494800)",0,0,14,3100,
494900,"Ротационный напильник, 15x30 мм, в упаковке kwb by Einhell (494900)",0,0,12,2400,
495000,"Ротационный напильник, 7-15x35 мм, в упаковке kwb by Einhell (495000)",0,0,14,2400,
495500,"Набор ротационных напильников, 6 шт., в упаковке kwb by Einhell (495500)",0,0,15,9600,
500210,"Алмазная кольцевая пила, M14, диаметр 10 мм kwb by Einhell (500210)",0,0,0,11000,
500220,"Алмазная кольцевая пила, M14, диаметр 20 мм kwb by Einhell (500220)",0,0,0,15600,
500310,"Бур для плитки, шестигранный хвостовик, 10 мм kwb by Einhell (500310)",0,0,0,9900,
500312,"Бур для плитки, шестигранный хвостовик, 12 мм kwb by Einhell (500312)",0,0,0,10700,
500400,"Набор сверл для плитки, M14, 7 шт., в кейсе kwb by Einhell (500400)",0,0,0,62200,
510000,"Набор шлифовальных головок, 5 шт., в упаковке kwb by Einhell (510000)",0,0,0,5200,
510900,"Набор оснастки для гравера, 105 предметов kwb by Einhell (510900) kwb by Einhell (510900)",0,0,11,5700,
511472,"Сверло по дереву, 12 мм, в упаковке kwb by Einhell (511472)",0,0,87,1900,
511473,"Сверло по дереву, 13 мм, в упаковке kwb by Einhell (511473)",0,0,90,2200,
511474,"Сверло по дереву, 14 мм, в упаковке kwb by Einhell (511474)",0,0,85,2500,
511475,"Сверло по дереву, 15 мм, в упаковке kwb by Einhell (511475)",0,0,91,3000,
511476,"Сверло по дереву, 16 мм, в упаковке kwb by Einhell (511476)",0,0,89,3400,
511477,"Сверло по дереву, 17 мм, в упаковке kwb by Einhell (511477)",0,0,88,4700,
511900,"Набор сверл по дереву HSS, 5 шт. kwb by Einhell (511900)",0,0,2,12200,
511903,"Сверло по твёрдой древесине FCE, 3 мм kwb by Einhell (511903)",0,0,89,2100,
511904,"Сверло по твёрдой древесине FCE, 4 мм kwb by Einhell (511904)",0,0,85,2200,
511905,"Сверло по твёрдой древесине FCE, 5 мм kwb by Einhell (511905)",0,0,88,2900,
511906,"Сверло по твёрдой древесине FCE, 6 мм kwb by Einhell (511906)",0,0,91,3400,
511907,"Сверло по твёрдой древесине FCE, 7 мм kwb by Einhell (511907)",0,0,91,5200,
511908,"Сверло по твёрдой древесине FCE, 8 мм kwb by Einhell (511908)",0,0,87,5500,
511909,"Сверло по твёрдой древесине FCE, 9 мм kwb by Einhell (511909)",0,0,89,6200,
511910,"Сверло по твёрдой древесине FCE, 10 мм kwb by Einhell (511910)",0,0,88,7700,
512004,"Зенкер по твёрдой древесине CV, 4 мм kwb by Einhell (512004)",0,0,6,12100,
512005,"Зенкер по твёрдой древесине HSS, 5 мм kwb by Einhell (512005)",0,0,11,12900,
512450,"Удлинитель для сверл и бит 300 мм, в упаковке kwb by Einhell (512450)",0,0,2,5900,
513103,"Набор зенкеров, 3 мм, в упаковке kwb by Einhell (513103)",0,0,89,4000,
513104,"Набор зенкеров, 4 мм, в упаковке kwb by Einhell (513104)",0,0,90,4000,
513105,"Набор зенкеров, 5 мм, в упаковке kwb by Einhell (513105)",0,0,87,4000,
513106,"Набор зенкеров, 6 мм, в упаковке kwb by Einhell (513106)",0,0,89,4000,
513903,"Сверло по дереву 1/4"", шестигранное, 3 мм kwb by Einhell (513903)",0,0,85,800,
513904,"Сверло по дереву 1/4"", шестигранное, 4 мм kwb by Einhell (513904)",0,0,89,900,
513905,"Сверло по дереву 1/4"", шестигранное, 5 мм kwb by Einhell (513905)",0,0,85,900,
513906,"Сверло по дереву 1/4"", шестигранное, 6 мм kwb by Einhell (513906)",0,0,90,900,
524010,"Развертка для кузовных работ, 6-25 мм, в упаковке kwb by Einhell (524010)",0,0,15,6500,
525000,"Коническое сверло HSS, 3-14 мм, в упаковке kwb by Einhell (525000)",0,0,10,7000,
525100,"Конусное сверло HSS, диаметр 5–20 мм, в блистере kwb by Einhell (525100)",0,0,11,12100,
525200,"Коническое сверло HSS, 16-30 мм, в упаковке kwb by Einhell (525200)",0,0,11,20600,
525820,"Ступенчатое сверло HSS, 4-20 мм, в упаковке kwb by Einhell (525820)",0,0,11,20200,
525830,"Ступенчатое сверло HSS, 6-30 мм, в упаковке kwb by Einhell (525830)",0,0,28,20200,
530208,"Маркерные точки, 8 мм, в упаковке kwb by Einhell (530208)",0,0,10,1700,
530300,"Набор глубиномеров, 3 шт., в упаковке kwb by Einhell (530300)",0,0,8,1900,
557000,"Фреза по дереву, 45x0,8 мм, в упаковке kwb by Einhell (557000)",0,0,15,3700,
557100,"Фреза, 25x20 мм, в упаковке kwb by Einhell (557100)",0,0,15,6400,
557500,"Фреза, 35x11 мм, в упаковке kwb by Einhell (557500)",0,0,15,7900,
557800,"Фреза, 2,5x35 мм, в упаковке kwb by Einhell (557800)",0,0,15,3800,
557900,"Фреза, 5x35 мм, в упаковке kwb by Einhell (557900)",0,0,10,4100,
576090,"Набор полотен для сабельной пилы, 9 шт. kwb by Einhell (576090)",0,0,0,6200,
598035,"Коронка HSS BI-Metal, 35 мм kwb by Einhell (598035)",0,0,0,5500,
598038,"Коронка HSS BI-Metal, 38 мм kwb by Einhell (598038)",0,0,0,5500,
598250,"Универсальный набор BiM, 8 шт. kwb by Einhell (598250)",0,0,3,58300,
598290,"Набор коронок HSS BI-Metal, 5 шт. kwb by Einhell (598290)",0,0,3,13200,
598900,Держатель для коронок 32-152 мм kwb by Einhell (598900),0,0,3,7000,
599300,"Ротационная трубная щетка, 20 мм kwb by Einhell (599300)",0,0,15,2900,
599400,"Ротационная трубная щетка, 26 мм kwb by Einhell (599400)",0,0,15,2900,
599500,"Ротационная трубная щетка, 32 мм kwb by Einhell (599500)",0,0,14,2900,
599600,"Ротационная трубная щетка, 38 мм kwb by Einhell (599600)",0,0,13,2900,
603230,"Чашечная нейлоновая щетка, 50 мм, грубая kwb by Einhell (603230)",0,0,13,4000,
603330,"Чашечная нейлоновая щетка, 75 мм, грубая kwb by Einhell (603330)",0,0,15,5200,
605030,"Нейлоновая торцевая щетка, 22 мм, грубая kwb by Einhell (605030)",0,0,11,3700,
626045,"Лезвие для лобзика, керамика, мелкое, 2 шт. kwb by Einhell (626045)",0,0,0,3000,
626260,"Лезвие для лобзика, аккумуляторное, паркет, 2 шт. kwb by Einhell (626260)",0,0,0,1800,
626265,"Лезвие для лобзика, аккумуляторное, дерево и пластик, 2 шт. kwb by Einhell (626265)",0,0,0,1800,
664620,"Съемник для гвоздей, 100 мм с зажимом kwb by Einhell (664620)",0,0,13,3000,
664630,"Отвертка гибкая, 1/4"" с зажимом kwb by Einhell (664630)",0,0,14,9200,
669215,Отвертка Torx 15x80 мм с зажимом kwb by Einhell (669215),0,0,36,3000,
669220,Отвертка Torx 20x100 мм с зажимом kwb by Einhell (669220),0,0,15,3100,
669225,Отвертка Torx 25x100 мм с зажимом kwb by Einhell (669225),0,0,14,3200,
689603,"Отвертка с Т-образной рукояткой, шестигранник, 3 мм kwb by Einhell (689603)",0,0,1,1400,
689604,"Отвертка с Т-образной рукояткой, шестигранник, 4 мм kwb by Einhell (689604)",0,0,1,1800,
689605,"Отвертка с Т-образной рукояткой, шестигранник, 5 мм kwb by Einhell (689605)",0,0,11,1900,
689606,"Отвертка с Т-образной рукояткой, шестигранник, 6 мм kwb by Einhell (689606)",0,0,11,2200,
689608,"Отвертка с Т-образной рукояткой, шестигранник, 8 мм kwb by Einhell (689608)",0,0,10,3000,
689610,"Отвертка с Т-образной рукояткой, шестигранник, 10 мм kwb by Einhell (689610)",0,0,11,4200,
689710,"Отвертка с Т-образной рукояткой, Torx, 10 мм kwb by Einhell (689710)",0,0,11,2700,
689715,"Отвертка с Т-образной рукояткой, Torx, 15 мм kwb by Einhell (689715)",0,0,7,2700,
689720,"Отвертка с Т-образной рукояткой, Torx, 20 мм kwb by Einhell (689720)",0,0,11,2700,
689725,"Отвертка с Т-образной рукояткой, Torx, 25 мм kwb by Einhell (689725)",0,0,11,3000,
700340,"Резец по металлу, HSS, 12x31 мм kwb by Einhell (700340)",0,0,15,6500,
700540,"Резец по металлу, HSS, 12x12 мм kwb by Einhell (700540)",0,0,13,6500,
700840,"Резец по металлу, HSS, 2-13x30 мм kwb by Einhell (700840)",0,0,15,6500,
704240,"Зенковка HSS, 8 мм kwb by Einhell (704240)",0,0,11,5500,
704340,"Зенковка HSS, 12 мм kwb by Einhell (704340)",0,0,11,5900,
704440,"Зенковка HSS, 16 мм kwb by Einhell (704440)",0,0,11,8500,
704540,"Зенковка HSS, 20 мм kwb by Einhell (704540)",0,0,11,11700,
705015,"Полая фреза, 10x15 мм kwb by Einhell (705015)",0,0,14,3700,
705530,"Сверло для петель, 35 мм kwb by Einhell (705530)",0,0,11,6500,
705930,"Сверло для петель с твердосплавной вставкой, 35 мм kwb by Einhell (705930)",0,0,12,10200,
706400,"Набор сверл Форстнера, 15-35 мм, HoKa, 5 шт. kwb by Einhell (706400)",0,0,20,52100,
706415,"Скоростное сверло Форстнера, 15 мм kwb by Einhell (706415)",0,0,88,9600,
706416,"Скоростное сверло Форстнера, 16 мм kwb by Einhell (706416)",0,0,91,9800,
706418,"Скоростное сверло Форстнера, 18 мм kwb by Einhell (706418)",0,0,188,10000,
706422,"Скоростное сверло Форстнера, 22 мм kwb by Einhell (706422)",0,0,88,10200,
706425,"Скоростное сверло Форстнера, 25 мм kwb by Einhell (706425)",0,0,108,10500,
706430,"Скоростное сверло Форстнера, 30 мм kwb by Einhell (706430)",0,0,110,12200,
706435,"Скоростное сверло Форстнера, 35 мм kwb by Einhell (706435)",0,0,111,12500,
706440,"Скоростное сверло Форстнера, 40 мм kwb by Einhell (706440)",0,0,99,9900,
706445,"Скоростное сверло Форстнера, 45 мм kwb by Einhell (706445)",0,0,97,19100,
706450,"Скоростное сверло Форстнера, 50 мм kwb by Einhell (706450)",0,0,99,20200,
706455,"Скоростное сверло Форстнера, 55 мм kwb by Einhell (706455)",0,0,93,15400,
706460,"Скоростное сверло Форстнера, 60 мм kwb by Einhell (706460)",0,0,88,16000,
706510,"Сверло Форстнера, 10 мм kwb by Einhell (706510)",0,0,87,3700,
706512,"Сверло Форстнера, 12 мм kwb by Einhell (706512)",0,0,90,3800,
706515,"Сверло Форстнера, 15 мм kwb by Einhell (706515)",0,0,90,2600,
706516,"Сверло Форстнера, 16 мм kwb by Einhell (706516)",0,0,88,4200,
706518,"Сверло Форстнера, 18 мм kwb by Einhell (706518)",0,0,86,4400,
706520,"Сверло Форстнера, 20 мм kwb by Einhell (706520)",0,0,89,4600,
706522,"Сверло Форстнера, 22 мм kwb by Einhell (706522)",0,0,86,4700,
706525,"Сверло Форстнера, 25 мм kwb by Einhell (706525)",0,0,89,4200,
706530,"Сверло Форстнера, 30 мм kwb by Einhell (706530)",0,0,89,5500,
706535,"Сверло Форстнера, 35 мм kwb by Einhell (706535)",0,0,87,5600,
706540,"Сверло Форстнера, 40 мм kwb by Einhell (706540)",0,0,88,6200,
706545,"Сверло Форстнера, 45 мм kwb by Einhell (706545)",0,0,90,6500,
706550,"Сверло Форстнера, 50 мм kwb by Einhell (706550)",0,0,87,4900,
706900,"Набор для вырезания пробок, 3 шт. kwb by Einhell (706900)",0,0,15,7700,
708801,"Набор оснастки для реноватора, 4 шт. kwb by Einhell (708801) kwb by Einhell (708801)",0,0,14,7600,
712022,"10 тонких отрезных дисков, 125x1,0 мм, в банке kwb by Einhell (712022)",0,0,0,4100,
723540,"Алмазный отрезной диск, серия Black Line, 125 мм, в упаковке kwb by Einhell (723540)",0,0,10,18400,
726010,"Диск для резьбы по дереву, 115 мм kwb by Einhell (726010)",0,0,0,6200,
757295,"Набор фрез, 8 мм, 12 шт., L-Box kwb by Einhell (757295)",0,0,0,23400,
757800,Центроискатель kwb by Einhell (757800),0,0,2,4500,
757900,"Направляющая для сверла, в упаковке kwb by Einhell (757900)",0,0,0,4800,
757910,"Набор направляющих для сверла, 12 шт. kwb by Einhell (757910)",0,0,11,51500,
758100,"Набор шаблонов для сверления, на дисплее kwb by Einhell (758100)",0,0,8,12400,
758300,"Шаблон для сверления, 3-12 мм kwb by Einhell (758300)",0,0,10,19900,
758600,"Набор шаблонов для карманных отверстий, 5 шт. kwb by Einhell (758600)",0,0,11,14500,
777800,"Станина для сверления, усиленная, в упаковке kwb by Einhell (777800)",0,0,3,50400,
778400,"Направляющая для сверла, 43 мм, евро kwb by Einhell (778400)",0,0,0,14600,
778500,Портативная стойка для сверления Pro kwb by Einhell (778500),0,0,2,46700,
779600,"Держатель для электроинструмента, в упаковке kwb by Einhell (779600)",0,0,2,9300,
783500,"Направляющая для фрезера Line Master, в упаковке kwb by Einhell (783500)",0,0,1,13600,
783908,"Набор Masterset, 10 шт., в упаковке kwb by Einhell (783908)",0,0,2,25300,
784208,"Линейка точная, 800 мм kwb by Einhell (784208)",0,0,0,11400,
784210,"Линейка точная, 1000 мм kwb by Einhell (784210)",0,0,0,13600,
784212,"Линейка точная, 1220 мм kwb by Einhell (784212)",0,0,0,16100,
784300,"Направляющая уголка LM, в упаковке kwb by Einhell (784300)",0,0,2,6500,
784400,"Направляющая для машин, в упаковке kwb by Einhell (784400)",0,0,0,4400,
784500,"Зажим для крепления, в упаковке kwb by Einhell (784500)",0,0,29,2700,
784600,"Направляющая для резки LM, в упаковке kwb by Einhell (784600)",0,0,0,2500,
784800,Набор ручек и маркеров для сверления kwb by Einhell (784800),0,0,1,5500,
784900,"Соединитель для линейки Line Master, в упаковке kwb by Einhell (784900)",0,0,0,5500,
789540,"Алмазный диск Multi, 125 мм kwb by Einhell (789540)",0,0,9,12900,
790540,"Легко режущий TCG диск, 125 мм kwb by Einhell (790540)",0,0,0,5500,
795726,"Абразивная насадка Cut-Fix, 125 мм, G60, без упаковки kwb by Einhell (795726)",0,0,0,2500,
795728,"Абразивная насадка Cut-Fix, 125 мм, G80, без упаковки kwb by Einhell (795728)",0,0,0,2500,
795926,"Керамическая абразивная насадка, 125 мм, G60, без упаковки kwb by Einhell (795926)",0,0,0,3100,
795930,"Керамическая абразивная насадка, 125 мм, G100, без упаковки kwb by Einhell (795930)",0,0,0,3100,
922910,"Набор ножей для резьбы, 15 шт. kwb by Einhell (922910)",0,0,13,8400,
928420,"Струбцина столярная, дерево, 200x110 мм kwb by Einhell (928420)",0,0,0,10200,
928430,"Струбцина столярная, дерево, 300x110 мм kwb by Einhell (928430)",0,0,11,15400,
928440,"Струбцина столярная, дерево, 400x110 мм kwb by Einhell (928440)",0,0,11,16400,
928460,"Струбцина столярная, дерево, 600x110 мм kwb by Einhell (928460)",0,0,11,21700,
929300,Плоскогубцы для люверсов с комплектом люверсов kwb by Einhell (929300),0,0,14,5600,
981000,"Ключ для раковины, универсальный kwb by Einhell (981000)",0,0,15,7300,
982340,"Профессиональная подтягивающая рейка с наковальней, 450 мм kwb by Einhell (982340)",0,0,13,13900,
598210,"Набор электрика, 6 предметов + 1 kwb by Einhell (598210)",0,0,3,66600,
598220,"Набор монтажника, 8 предметов + 1 kwb by Einhell (598220)",0,0,13,47500,
706300,"Набор свёрл Форстнера Speed, 5 шт. kwb by Einhell (706300)",0,0,11,56900,
708000,"Набор оснастки для реноватора, 7 шт. kwb by Einhell (708000) kwb by Einhell (708000)",0,0,13,22500,
778200,Станина для углошлифовальной машины 115 мм kwb by Einhell (778200),0,0,15,47600,
49490985,,0,0,0,0,
4257950,,0,0,0,0,
4250670,,0,0,0,0,
300004,"Пластиковая болванка в виде аккумулятора Einhell Dummy battery 18V 4,0 PLUS Ah (300004)",0,0,0,0,
300009,"Пластиковая болванка в виде аккумулятора Einhell Dummy battery 18V 4,0Ah Sealed (300009)",0,0,0,0,
300008,"Пластиковая болванка в виде аккумулятора Einhell Dummy battery 18V 3,0Ah Sealed (300008)",0,0,0,0,
300005,"Пластиковая болванка в виде аккумулятора Einhell Dummy battery 18V 5,2 Ah (300005)",0,0,0,0,
300001,"Пластиковая болванка в виде аккумулятора Einhell Dummy battery 18V 2,5 Ah (300001)",0,0,0,0,
300000,"Пластиковая болванка в виде аккумулятора Einhell Dummy battery 18V 2,0 Ah (300000)",0,0,0,0,
300003,"Пластиковая болванка в виде аккумулятора Einhell Dummy battery 18V 3,0 PLUS Ah (300003)",0,0,0,0,
300002,"Пластиковая болванка в виде аккумулятора Einhell Dummy battery 18V 4,0 Ah (300002)",0,0,0,0,
300006,"Пластиковая болванка в виде аккумулятора Einhell Dummy battery 18V 4-6,0 Ah (300006)",0,0,0,0,
300007,"Пластиковая болванка в виде аккумулятора Einhell Dummy battery 18V 5-8,0 Ah (300007)",0,0,0,0,
